No. Race / Course,Course,Time,Race Name,Class,Distance (f),Prize,Going,Surface,Silk,Runner Count,Number,Horse,Age,Jockey,Trainer,Draw,Weight,ORI,Best,Bet365,William Hill,Coral,Betfred,Boyle Sports,Ladbrokes,,,RESULT,SP odd,,Form,#N/A,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/4/5/7/257754.svg,14,2,Golden Mind,4,Warren Fentiman(5),Richard Fahey,13,129,17,13,12,13,12,10,12,12,920461,,,,,,,,Brendan Powell,1,16:30 | Newton Abbot | The Height Of Fame,,,,,,,,,,,Christian Williams,2,15:55 | Newton Abbot | Catboy,17:05 | Newton Abbot | Unspeakable,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/p/1/7/301671p.svg,14,NR,Array,4,NON-RUNNER,Andrew Balding,12,128,N/A,,,,,,,,7/3560,,,,,,,,Conor Ring,1,17:05 | Newton Abbot | My Girl Katie,,,,,,,,,,,Kathy Turner,1,15:55 | Newton Abbot | It's Life,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/0/6/8/182860.svg,14,4,Witch Hunter,6,Alec Voikhansky(3),Richard Hannon,5,128,11,7.5,7,7.5,7,7,6.5,7,607006,,,,,,,,Tabitha Worsley,1,17:05 | Newton Abbot | Testflight,,,,,,,,,,,Olly Murphy,1,16:30 | Newton Abbot | Secret Trix,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/c/1/9/6291c.svg,14,5,Crown Board,5,George Wood,Jane Chapple-Hyam,4,126,26,13,13,13,13,13,13,13,64-709,,,,,,,,Mr James King,1,17:05 | Newton Abbot | Mini Fortune,,,,,,,,,,,Dominic Ffrench Davis,1,16:30 | Newton Abbot | D Day Arvalenreeva,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/c/2/8/96782c.svg,14,6,Two Tempting,6,Rob Hornby,Jonathan Portman,10,125,7,8,8,8,8,8,8,8,418089,,,,,,,,Robert Havlin,4,13:50 | Sandown | Galeron,14:25 | Sandown | Spiritual,15:00 | Sandown | Theory Of Tides,16:10 | Sandown | Loving Queen,,,,,,,,B F Brookhouse,1,16:30 | Newton Abbot | My Chiquita,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/5/8/7/339785.svg,14,7,The Waco Kid,3,Callum Shepherd,Hugo Palmer,6,124,15,29,29,26,26,26,26,26,0-7060,,,,,,,,Saffie Osborne,4,13:50 | Sandown | Tarkhan,15:00 | Sandown | Flight Leader,16:45 | Sandown | You Sexy Thing,17:20 | Sandown | Woolhampton,,,,,,,,Neil Mulholland,1,16:30 | Newton Abbot | Al Sayah,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/4/6/8/251864.svg,14,8,Thunder Roar,6,Cieren Fallon,Tony Coyle & Kaine Wood,9,123,26,,,,,,,,1-0020,,,,,,,,William Buick,4,13:50 | Sandown | Kodi Lion,14:25 | Sandown | Cajole,15:00 | Sandown | Jeff Koons,15:35 | Sandown | Pacific Avenue,,,,,,,,Grace Harris,1,17:05 | Newton Abbot | My Girl Katie,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/2/2/5/357522.svg,14,9,Yanifer,7,Aiden Brookes(3),Harriet Bethell,8,121,13,10,10,9.5,9.5,9,9,9.5,8-7722,,,,,,,,Oisin Murphy,7,13:50 | Sandown | Ellaria Sand,14:25 | Sandown | Flight,15:00 | Sandown | Grey Cuban,15:35 | Sandown | Humidity,16:10 | Sandown | River Nile,16:45 | Sandown | Lucky Hero,17:20 | Sandown | Star Chorus,,,,,Sue Gardner,1,17:05 | Newton Abbot | Testflight,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/9/0/5/346509.svg,14,10,Hawksbill,3,Jason Hart,Hugo Palmer,7,120,5,5,4.5,5,5,4.5,4.5,5,-22092,,,,,,,,David Egan,5,13:50 | Sandown | God Of War,14:25 | Sandown | Cathedral,15:00 | Sandown | Alpha Crucis,16:10 | Sandown | Lovers Leap,17:20 | Sandown | Mademoiselle,,,,,,,Thomas Faulkner,1,17:05 | Newton Abbot | Mini Fortune,,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/0/1/4/349410.svg,14,11,Flying Finn,4,Zak Wheatley(3),Adrian Paul Keatley,1,120,23,,,,,,,,197-89,,,,,,,,Rossa Ryan,5,13:50 | Sandown | Metabolt,14:25 | Sandown | Fair Point,15:00 | Sandown | Brioni,15:35 | Sandown | A Bit Of Spirit,16:10 | Sandown | She Commands,,,,,,,Adrian Wintle,2,13:50 | Sandown | Yokkell,17:20 | Sandown | Aces Wild,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/8/3/4/302438.svg,14,12,El Burhan,3,Harry Davies,George Boughey,11,118,6.5,12,12,9,9.5,12,11,9.5,113-10,,,,,,,,Joe Leavy,3,13:50 | Sandown | Angel Hunter,15:35 | Sandown | Oceans Four,17:20 | Sandown | End Of Story,,,,,,,,,John & Thady Gosden,7,14:25 | Sandown | Spiritual,14:25 | Sandown | Cajole,15:00 | Sandown | Theory Of Tides,15:00 | Sandown | Dangerman,15:35 | Sandown | Publish,16:10 | Sandown | Loving Queen,15:27 | Curragh | Sand Gazelle,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/6/6/0/23066.svg,14,13,Perfect Part,3,Duran Fentiman,Brian Ellison,14,115,41,,,,,,,,474440,,,,,,,,Sean Levey,3,13:50 | Sandown | Arctic Grey,16:10 | Sandown | Aura Champagne,17:20 | Sandown | Distant Rumble,,,,,,,,,Kevin Philippart De Foy,2,14:25 | Sandown | Cathedral,17:20 | Sandown | Mademoiselle,,,,,,,,,
,Chester,15:15,Virgin Bet Supports Safe Gambling Handicap,Class 2,7.5,"£51,540",Good,Turf,https://www.rp-assets.com/svg/5/5/7/47755.svg,14,14,Sir Paul Ramsey,3,Joe Fanning,Charlie Johnston,2,114,5.5,5,4.5,4.33,4.5,5,4.5,4.5,761013,,,,,,,,Tom Marquand,6,13:50 | Sandown | Headmaster,14:25 | Sandown | Alobayyah,15:00 | Sandown | Castle Cove,16:10 | Sandown | Proposal,16:45 | Sandown | Penhallam,17:20 | Sandown | Another Abbot,,,,,,Jack Channon,1,14:25 | Sandown | Hey Boo,,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/d/4/6/241364d.svg,7,1,Laazm,2,P J McDonald,Andrew Balding,6,136,4.5,5,5,5,5,5,5,5,1,,,,,,,,Clifford Lee,5,13:50 | Sandown | Kindest Nation,14:25 | Sandown | Molten Rock,15:00 | Sandown | Flying Frontier,15:35 | Sandown | He's Waliim,16:10 | Sandown | Thankfully,,,,,,,Hamad Al Jehani,2,15:00 | Sandown | Jeff Koons,14:50 | Baden-Baden | Diego Ventura,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/f/0/7/154370f.svg,7,2,Amirlan,2,Callum Shepherd,Charlie Johnston,4,130,5,9,9,9,9,9,9,9,3,,,,,,,,Connor Beasley,1,13:50 | Sandown | Glenfinnan,,,,,,,,,,,James Tate,2,15:00 | Sandown | Flying Frontier,15:35 | Sandown | He's Waliim,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/c/1/9/6291c.svg,7,3,Dryburgh,2,Marco Ghiani,Jane Chapple-Hyam,5,130,9,9,9,9,9,9,9,9,46,,,,,,,,Lewis Edmunds,2,13:50 | Sandown | Yokkell,17:20 | Sandown | Blind Beggar,,,,,,,,,,Alan King,2,15:00 | Sandown | Brioni,16:10 | Sandown | Deedaydiva,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/0/4/2/112240.svg,7,4,Lion Of Alba,2,Jason Hart,Hugo Palmer,3,130,2.88,2,2,2,2,2,2,2,55,,,,,,,,Kieran Shoemark,5,13:50 | Sandown | Woroodd,14:25 | Sandown | American Gal,15:00 | Sandown | Take Heart,16:10 | Sandown | Marveling,16:45 | Sandown | Piazza,,,,,,,Jack Morland,1,15:00 | Sandown | Gaassee,,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/5/0/6/179605.svg,7,5,No Direction,2,Pierre-Louis Jamin,K R Burke,7,130,5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,3,,,,,,,,Sam James,1,14:25 | Sandown | Bright Thunder,,,,,,,,,,,Charlie Appleby,2,15:35 | Sandown | Pacific Avenue,16:10 | Sandown | Act Of Kindness,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/0/6/7/360760.svg,7,6,Risk Averse Rebel,2,Sean D Bowen,Gary Hanmer,1,130,101,201,201,201,201,201,201,201,7,,,,,,,,Ray Dawson,2,14:25 | Sandown | Lady Of Spain,15:00 | Sandown | Saddadd,,,,,,,,,,James Fanshawe,1,16:45 | Sandown | Mr Writer,,,,,,,,,,
,Chester,15:50,British Stallions Stud EBF Novice Stakes (GBB Race),Class 2,7.5,"£20,616",Good,Turf,https://www.rp-assets.com/svg/3/1/1/359113.svg,7,7,Senor Campanaro,2,George Downing,Ed Walker,2,130,15,17,17,17,17,17,17,17,7,,,,,,,,Hector Crouch,3,14:25 | Sandown | Skellet,15:00 | Sandown | Gaassee,16:10 | Sandown | Deedaydiva,,,,,,,,,Jessica Macey,1,17:20 | Sandown | Blind Beggar,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/4/0/3/360304.svg,10,1,Our Planet,3,Callum Shepherd,Michael Keady,6,135,15,19,19,19,17,17,17,17,355164,,,,,,,,Charles Bishop,3,14:25 | Sandown | Betty Clover,16:10 | Sandown | Esna,16:45 | Sandown | Airside,,,,,,,,,Rod Millman,1,17:20 | Sandown | Woolhampton,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/2/5/8/183852.svg,10,2,Acrisius,3,Billy Garritty,Michael & David Easterby,10,135,8,,,,,,,,-20731,,,,,,,,Colin Keane,2,14:25 | Sandown | Blue Bolt,15:00 | Sandown | Savvy Victory,,,,,,,,,,Mark Loughnane,1,17:20 | Sandown | End Of Story,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/5/4/159450.svg,10,3,Ziggy's Triton,3,Ben Robinson,David O'Meara,3,134,10,12,12,12,11,11,11,11,528151,,,,,,,,George Bass,1,14:25 | Sandown | Hey Boo,,,,,,,,,,,Ronald Harris,1,17:20 | Sandown | Moe's Legacy,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/2/5/246852b.svg,10,4,Veydari,3,Ryan Sexton,Julie Camacho,9,133,9,7.5,7.5,7.5,7.5,7.5,7.5,7.5,4-9824,,,,,,,,Daniel Muscutt,2,15:00 | Sandown | Mustazeed,15:35 | Sandown | Looka,,,,,,,,,,Roger Teal,1,17:20 | Sandown | Distant Rumble,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/5/0/1/16105.svg,10,5,Kinswoman,3,Cieren Fallon,William Haggas,1,132,2.88,2.25,2.2,2.25,2.2,2.2,2.2,2.2,433221,,,,,,,,Kieran O'Neill,1,15:00 | Sandown | Dangerman,,,,,,,,,,,Andreas Suborics,1,14:50 | Baden-Baden | Arnis Master,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/4/1/246614b.svg,10,6,Azuinthejungle,3,Oisin McSweeney(3),Nigel Tinkler,7,132,7.5,13,13,13,12,12,12,12,361112,,,,,,,,Frederick Larson,1,17:20 | Sandown | King Of Stars,,,,,,,,,,,Frau S Steinberg,1,14:50 | Baden-Baden | Quest The Moon,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/7/1/4/343417.svg,10,7,I'm Next,3,Duran Fentiman,Tim Easterby,2,131,13,9,9,9,8.5,8.5,8.5,8.5,-30130,,,,,,,,Jim Crowley,1,17:20 | Sandown | Lil Guff,,,,,,,,,,,Marcel Weiss,2,14:50 | Baden-Baden | Petit Marin,14:50 | Baden-Baden | New Emerald,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/9/9/0/347099.svg,10,8,Bonnie's Boy,3,Warren Fentiman(5),Richard Fahey,5,128,7.5,7,7,7,6.5,6.5,6.5,6.5,-98943,,,,,,,,Nicola Currie,1,17:20 | Sandown | Moe's Legacy,,,,,,,,,,,Frau Sarka Schutz,1,14:50 | Baden-Baden | Atoso,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/5/9/6/143695.svg,10,9,Solid Bond,3,Zak Wheatley(3),Declan Carroll,8,128,19,,,,,,,,35-3,,,,,,,,Taryn Langley,1,17:20 | Sandown | Aces Wild,,,,,,,,,,,Henk Grewe,1,14:50 | Baden-Baden | Daydream Express,,,,,,,,,,
,Chester,16:25,Peter & Angela Wilson Anniversary Handicap,Class 4,5,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/9/7/195879b.svg,10,10,Simply Blue,3,Jack Mitchell,David Loughnane,4,123,12,11,11,11,10,10,10,10,074236,,,,,,,,Andrasch Starke,1,14:50 | Baden-Baden | Arnis Master,,,,,,,,,,,A Wohler,2,14:50 | Baden-Baden | Raposa,23:25 | Kentucky Downs | Lady Ilze,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/c/1/9/6291c.svg,16,1,El Bodon,4,Marco Ghiani,Jane Chapple-Hyam,3,140,10,8.5,8.5,8,8,8,8,8,00-228,,,,,,,,Rene Piechulek,1,14:50 | Baden-Baden | Quest The Moon,,,,,,,,,,,P Schiergen,1,14:50 | Baden-Baden | Royal Spirit,,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/1/3/5/82531.svg,16,2,Uncle Don,3,Warren Fentiman(5),Richard Fahey,6,136,13,15,15,13,13,13,13,13,127-50,,,,,,,,David Liska,1,14:50 | Baden-Baden | Petit Marin,,,,,,,,,,,M D O'Callaghan,4,13:45 | Curragh | Adel,14:52 | Curragh | Fresh Fade,16:37 | Curragh | I Am Superman,17:12 | Curragh | Cali Case,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/8/9/5/147598.svg,16,3,Candy,3,George Wood,Richard Spencer,14,135,29,,,,,,,,1-6700,,,,,,,,Alexander Pietsch,1,14:50 | Baden-Baden | Atoso,,,,,,,,,,,Joseph Patrick O'Brien,7,13:45 | Curragh | Handshake,13:45 | Curragh | Perisher,14:20 | Curragh | Queen Of Hawaii,14:52 | Curragh | Mushaffar,14:52 | Curragh | The Publican's Son,15:27 | Curragh | And So To Bed,16:02 | Curragh | Which Wolf Wins,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/2/4/344642b.svg,16,4,Jungle Drums,3,William Carver,Jamie Osborne,9,135,41,,,,,,,,1-9680,,,,,,,,Sean Byrne,1,14:50 | Baden-Baden | New Emerald,,,,,,,,,,,A P O'Brien,7,13:45 | Curragh | Hawk Mountain,13:45 | Curragh | Port Of Spain,14:20 | Curragh | Moments Of Joy,14:20 | Curragh | Sugar Island,14:52 | Curragh | First Approach,14:52 | Curragh | Mission Central,15:27 | Curragh | Easy Mover,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/6/2/2/341226.svg,16,5,Mcmanaman,7,Taylor Fisher(3),Joe Tickle,13,135,41,29,29,26,26,26,23,26,203-00,,,,,,,,Leon Wolff,1,14:50 | Baden-Baden | Daydream Express,,,,,,,,,,,Mrs John Harrington,6,13:45 | Curragh | Mr Vettori,14:20 | Curragh | Ridersinthesky,15:27 | Curragh | Barnavara,17:12 | Curragh | Night Magic,17:47 | Curragh | Jungle Cove,17:47 | Curragh | Mo Ghille Mar,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/4/2/112240.svg,16,6,Dyonisos,3,Edward Greatrex,Ian Williams,11,135,17,,,,,,,,-12110,,,,,,,,Faleh Bughanaim,1,14:50 | Baden-Baden | Diego Ventura,,,,,,,,,,,G M Lyons,4,13:45 | Curragh | Star Chamber,14:20 | Curragh | La Fogata,14:52 | Curragh | Learntodiscover,15:27 | Curragh | Red Letter,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/1/6/0/360061.svg,16,7,Francisco's Piece,3,Oisin McSweeney(3),Adrian Paul Keatley,7,135,13,,,,,,,,34-805,,,,,,,,Michal Abik,1,14:50 | Baden-Baden | Raposa,,,,,,,,,,,J P Murtagh,4,13:45 | Curragh | Tiyadal,14:52 | Curragh | Chicago Call,16:37 | Curragh | Blues Emperor,17:12 | Curragh | Amicitia,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/6/3/292360.svg,16,8,Marchogion,3,P J McDonald,Andrew Balding,1,133,5.5,5,5,5,5,5,5,5,371040,,,,,,,,Martin Seidl,1,14:50 | Baden-Baden | Royal Spirit,,,,,,,,,,,Donnacha Aidan O'Brien,2,14:20 | Curragh | Cape Sounion,14:20 | Curragh | Lookingforarainbow,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/0/7/100700.svg,16,9,Showering,3,Cieren Fallon,William Haggas,5,133,5.5,5,5,5,5,4.5,5,5,-19417,,,,,,,,Ronan Whelan,4,13:45 | Curragh | Adel,14:52 | Curragh | The Publican's Son,16:02 | Curragh | Profit Centre,16:37 | Curragh | Big Gossey,,,,,,,,J A Stack,2,14:52 | Curragh | Red Earth,16:02 | Curragh | Jordi Bear,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/3/5/5/292553.svg,16,10,Photosynthesis,4,Harry Davies,Peter Chapple-Hyam,8,132,12,7.5,7.5,7.5,7.5,7.5,7.5,7.5,1-3539,,,,,,,,Declan McDonogh,2,13:45 | Curragh | Handshake,14:52 | Curragh | Ipanema Queen,,,,,,,,,,Eddie & Patrick Harty,3,14:52 | Curragh | Arugam Bay,17:12 | Curragh | Gegenpressing,17:47 | Curragh | Cut The Rope,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/1/5/111451b.svg,16,11,Prince Of Pillo,5,Jack Garritty,Richard Fahey,15,132,19,13,13,13,13,13,13,13,610697,,,,,,,,Ryan Moore,5,13:45 | Curragh | Hawk Mountain,14:20 | Curragh | Sugar Island,14:52 | Curragh | Mission Central,15:27 | Curragh | Easy Mover,16:37 | Curragh | Godwinson,,,,,,,Adrian Murray,2,14:52 | Curragh | Ipanema Queen,15:27 | Curragh | Spicy Margarita,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/5/3/292350.svg,16,12,Running Queen,3,Sean D Bowen,Ollie Sangster,16,132,19,,,,,,,,4133-7,,,,,,,,Scott McCullagh,1,13:45 | Curragh | Mr Vettori,,,,,,,,,,,Daniel McLoughlin,1,14:52 | Curragh | Magny Cours,,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/9/5/262590.svg,16,13,Marty Hopkirk,3,Jack Mitchell,David Loughnane,12,130,23,,,,,,,,015200,,,,,,,,Dylan Browne McMonagle,6,13:45 | Curragh | Perisher,14:20 | Curragh | Queen Of Hawaii,14:52 | Curragh | Mushaffar,15:27 | Curragh | And So To Bed,16:02 | Curragh | Which Wolf Wins,16:37 | Curragh | State Actor,,,,,,Gavin Cromwell,4,15:27 | Curragh | Snellen,16:02 | Curragh | Invincible Will,17:47 | Curragh | Kazakh d'Arthel,17:47 | Curragh | Dunkerque,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/3/4/6/4643.svg,16,14,Miraculous,3,Aidan Keeley,Roger Varian,4,129,10,7.5,7,7.5,7.5,7.5,7.5,7.5,274130,,,,,,,,Wayne Lordan,5,13:45 | Curragh | Port Of Spain,14:20 | Curragh | Moments Of Joy,14:52 | Curragh | First Approach,15:27 | Curragh | Spicy Margarita,16:37 | Curragh | Pink Oxalis,,,,,,,D K Weld,5,15:27 | Curragh | Azada,16:37 | Curragh | Coeur d'Or,16:37 | Curragh | Jagged Edge,17:47 | Curragh | Sacred Oath,17:47 | Curragh | Serafina,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/0/1/4/349410.svg,16,15,Wobwobwob,7,Zak Wheatley(3),Adrian Paul Keatley,10,127,9.5,,,,,,,,-00522,,,,,,,,Gary Carroll,5,13:45 | Curragh | Star Chamber,14:20 | Curragh | La Fogata,14:52 | Curragh | Learntodiscover,15:27 | Curragh | Red Letter,16:02 | Curragh | Invincible Will,,,,,,,Jack W Davison,1,16:02 | Curragh | Oh Cecelia,,,,,,,,,,
,Chester,17:00,Harrison Handicap,Class 3,6,"£12,885",Good,Turf,https://www.rp-assets.com/svg/7/8/6/356687.svg,16,16,Arabian Cobra,3,Callum Shepherd,Hugo Palmer,2,123,6,5.5,5.5,5.5,5,5.5,5,5,021133,,,,,,,,Ben Coen,4,13:45 | Curragh | Tiyadal,14:52 | Curragh | Chicago Call,15:27 | Curragh | Snellen,16:37 | Curragh | Blues Emperor,,,,,,,,Miss Natalia Lupini,1,16:02 | Curragh | Nazario,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/3/0/2/123203.svg,13,1,Good Show,6,P J McDonald,Andrew Balding,10,143,6,6.5,6.5,6.5,6.5,6.5,6.5,6.5,3180/6,,,,,,,,Gavin Ryan,2,14:20 | Curragh | Cape Sounion,16:37 | Curragh | Booyea,,,,,,,,,,K J Condon,1,16:02 | Curragh | Profit Centre,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/b/4/8/214784b.svg,13,2,Percy Shelley,6,Warren Fentiman(5),James Owen,3,140,7.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,632222,,,,,,,,Paddy Harnett,2,14:20 | Curragh | Lookingforarainbow,17:12 | Curragh | Gordon Bennett,,,,,,,,,,Michael Mulvany,1,16:02 | Curragh | Quinn's Charm,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/7/7/6/313677.svg,13,3,Cavern Club,5,Callum Shepherd,James Owen,6,140,3.75,5,5,5,5,5,4.5,5,66-001,,,,,,,,Nathan Crosse,2,14:20 | Curragh | Ridersinthesky,14:52 | Curragh | Magny Cours,,,,,,,,,,Andrew Slattery,3,16:02 | Curragh | Servare,17:12 | Curragh | Just Jump,17:47 | Curragh | Preparations,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/1/4/7/360741.svg,13,4,Barenboim,7,Pierre-Louis Jamin,Tom Dascombe,12,140,29,34,34,34,34,34,34,34,22-704,,,,,,,,Jamie Powell,2,14:52 | Curragh | Fresh Fade,16:37 | Curragh | I Am Superman,,,,,,,,,,Charles O'Brien,1,16:37 | Curragh | Big Gossey,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/5/9/8/356895.svg,13,5,Arrange,7,David Nolan,Martin Todhunter,5,139,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,-35082,,,,,,,,Seamie Heffernan,4,14:52 | Curragh | Red Earth,15:27 | Curragh | Barnavara,16:02 | Curragh | Nazario,16:37 | Curragh | Genuine Article,,,,,,,,Miss Hilary McLoughlin,1,16:37 | Curragh | Howyoulikethat,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/1/0/5/319501.svg,13,6,Give It To Me Oj,4,Rob Hornby,Gary & Josh Moore,7,135,5,,,,,,,,44327-,,,,,,,,Chris Hayes,3,14:52 | Curragh | Arugam Bay,15:27 | Curragh | Azada,16:37 | Curragh | Coeur d'Or,,,,,,,,,David Marnane,1,16:37 | Curragh | Tokenomics,,,,,,,,,,
,Chester,17:35,Powells Jewellery Handicap (GBBPlus Race),Class 4,16,"£12,885",Good,Turf,https://www.rp-assets.com/svg/7/2/3/352327.svg,13,7,It's All About You,5,George Wood,Jennie Candlish,4,134,13,8,8,8,7.5,7.5,7.5,7.5,2311-0,,,,,,,,Daniel Tudhope,1,15:27 | Curragh | Sand Gazelle,,,,,,,,,,,Gerard O'Leary,2,16:37 | Curragh | Bear Profit,17:12 | Curragh | Yaxchilan,,,,,,,,,
